route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
2444_900,2444,900,Parramatta Free Shuttle,Sydney Buses Network,700,00B5EF,FFFFFF
2444_901,2444,901,Holsworthy to Liverpool via Wattle Grove,Sydney Buses Network,700,00B5EF,FFFFFF
2444_902,2444,902,Holsworthy to Liverpool via Moorebank,Sydney Buses Network,700,00B5EF,FFFFFF
2444_902X,2444,902X,Sandy Point to Holsworthy via Voyager Point,Sydney Buses Network,700,00B5EF,FFFFFF
2444_903,2444,903,Liverpool to Chipping Norton (Loop Service),Sydney Buses Network,700,00B5EF,FFFFFF
2444_904,2444,904,Fairfield to Liverpool,Sydney Buses Network,700,00B5EF,FFFFFF
2444_905,2444,905,Bankstown to Fairfield,Sydney Buses Network,700,00B5EF,FFFFFF
2444_906,2444,906,Fairfield to Parramatta,Sydney Buses Network,700,00B5EF,FFFFFF
2444_907,2444,907,Bankstown to Parramatta via Bass Hill,Sydney Buses Network,700,00B5EF,FFFFFF
2444_908,2444,908,Merrylands to Bankstown via Birrong & Auburn,Sydney Buses Network,700,00B5EF,FFFFFF
2444_909,2444,909,Bankstown to Parramatta via Birrong & Auburn,Sydney Buses Network,700,00B5EF,FFFFFF
2444_911,2444,911,Auburn to Bankstown via Georges Hall,Sydney Buses Network,700,00B5EF,FFFFFF
2444_913,2444,913,Bankstown to Strathfield,Sydney Buses Network,700,00B5EF,FFFFFF
2444_914,2444,914,Greenacre to Strathfield,Sydney Buses Network,700,00B5EF,FFFFFF
2444_915,2444,915,Lidcombe to U Sydney Lidcombe Cmps (Loop Service),Sydney Buses Network,700,00B5EF,FFFFFF
2444_916,2444,916,Chester Hill to Guildford,Sydney Buses Network,700,00B5EF,FFFFFF
2444_925,2444,925,East Hills to Lidcombe via Bankstown,Sydney Buses Network,700,00B5EF,FFFFFF
2444_M90,2444,M90,Burwood to Liverpool,Sydney Buses Network,700,00B5EF,FFFFFF
2444_M91,2444,M91,Hurstville to Parramatta via Padstow & Chester Hill,Sydney Buses Network,700,00B5EF,FFFFFF
2444_N30,2444,N30,Macarthur to City Town Hall,Sydney Buses Network,700,00B5EF,FFFFFF
2444_N40,2444,N40,East Hills to City Town Hall,Sydney Buses Network,700,00B5EF,FFFFFF
2444_NW1,2444,NW1,Tallawong to Chatswood ,Sydney Buses Network,700,00B5EF,FFFFFF
2444_NW2,2444,NW2,Tallawong to Chatswood (Limited Stops),Sydney Buses Network,700,00B5EF,FFFFFF
2444_S1,2444,S1,Cabramatta to Lansvale (Loop Service),Sydney Buses Network,700,00B5EF,FFFFFF
2444_S115,2444,S115,Sutherland Shire School to Westfields Hurstville vi Alford Pt,School Buses,712,00B5EF,FFFFFF
2444_S132,2444,S132,Picnic Point HS to Padstow Station,School Buses,712,00B5EF,FFFFFF
2444_S173,2444,S173,"Delany College to Woodville Rd after William St, Granville",School Buses,712,00B5EF,FFFFFF
2444_S176,2444,S176,Sefton HS to Yagoona Station,School Buses,712,00B5EF,FFFFFF
2444_S186,2444,S186,East Hills PS to Bankstown Hospital,School Buses,712,00B5EF,FFFFFF
2444_S2,2444,S2,Sefton to Granville,Sydney Buses Network,700,00B5EF,FFFFFF
2444_S3,2444,S3,Chrisholm Road to Auburn,Sydney Buses Network,700,00B5EF,FFFFFF
2444_S4,2444,S4,Chester Hill to Fairfield via Carramar & Villawood,Sydney Buses Network,700,00B5EF,FFFFFF
2444_S400,2444,S400,Chester Hill HS to Chester Hill Station,School Buses,712,00B5EF,FFFFFF
2444_S401,2444,S401,"Buist St opp Walshaw Park, Bass hill to Trinity College",School Buses,712,00B5EF,FFFFFF
2444_S402,2444,S402,"Auburn Rd before Alexander St, Yagoona to Chester Hill HS",School Buses,712,00B5EF,FFFFFF
2444_S403,2444,S403,Chester Hill HS to Chester Hill Station,School Buses,712,00B5EF,FFFFFF
2444_S404,2444,S404,"Granville Station to Elliston St at Hecor St, Chester Hill",School Buses,712,00B5EF,FFFFFF
2444_S405,2444,S405,"Trinitiy College to Auburn Rd before Church Rd, Yagoona",School Buses,712,00B5EF,FFFFFF
2444_S406,2444,S406,"Birrong Girls HS to Walshaw Park, Yagoona",School Buses,712,00B5EF,FFFFFF
2444_S407,2444,S407,"Trinity College to Miller Rd before Barbers Rd, Chester Hill",School Buses,712,00B5EF,FFFFFF
2444_S408,2444,S408,"Chester Hill HS to Brodie St before Auburn Rd, Yagoona",School Buses,712,00B5EF,FFFFFF
2444_S409,2444,S409,"Campbell Hill Rd before Moora St, Chester Hill to Trinity College",School Buses,712,00B5EF,FFFFFF
2444_S410,2444,S410,Chester Hill HS to Guildford Station,School Buses,712,00B5EF,FFFFFF
2444_S412,2444,S412,"Rose St at Ernest St, Sefton to Trinity College via Berala",School Buses,712,00B5EF,FFFFFF
2444_S413,2444,S413,Bass Hill HS to Bankstown Station,School Buses,712,00B5EF,FFFFFF
2444_S414,2444,S414,"Trinity College to Walshaw Park, Yagoona",School Buses,712,00B5EF,FFFFFF
2444_S423,2444,S423,Granville Station to Our Lady of Mercy College,School Buses,712,00B5EF,FFFFFF
2444_S424,2444,S424,"Granville Station to Blaxcell St before Rawson Rd, South Granville",School Buses,712,00B5EF,FFFFFF
2444_S425,2444,S425,Delany College to Merrylands Station,School Buses,712,00B5EF,FFFFFF
2444_S426,2444,S426,"Normanby St before Tangerine St, Fairfield East to Our Lady of Lebanon",School Buses,712,00B5EF,FFFFFF
2444_S427,2444,S427,Macathur Girls HS to Granville Station,School Buses,712,00B5EF,FFFFFF
2444_S428,2444,S428,"Our Lady of Lebanon to Normansby St before Tangerine St, Fairfield East",School Buses,712,00B5EF,FFFFFF
2444_S429,2444,S429,"Rawson Rd after Excelsior St, Guildford to Our Lady of Lebanon",School Buses,712,00B5EF,FFFFFF
2444_S430,2444,S430,"Holy Trinity PS to Louis St at The Avenue, Granville",School Buses,712,00B5EF,FFFFFF
2444_S432,2444,S432,Old Guildford PS to Holy Trinity PS,School Buses,712,00B5EF,FFFFFF
2444_S434,2444,S434,"Our Lady of Lebanon to Excelsior St after Adam St, Guildford",School Buses,712,00B5EF,FFFFFF
2444_S435,2444,S435,"Donald St at Orchardleigh St, Guildford to Our Lady of Lebanon",School Buses,712,00B5EF,FFFFFF
2444_S436,2444,S436,"Our Lady of Lebnon to Excelsior St at Farnell St, Merrylands",School Buses,712,00B5EF,FFFFFF
2444_S438,2444,S438,"Our Lady of Lebanon to Broughton St after South Pde, Old Guildford",School Buses,712,00B5EF,FFFFFF
2444_S440,2444,S440,Granville Station to Merrylands HS,School Buses,712,00B5EF,FFFFFF
2444_S441,2444,S441,Cerdon College to Merrylands Station,School Buses,712,00B5EF,FFFFFF
2444_S443,2444,S443,Granville PS to Delany College via South Granville,School Buses,712,00B5EF,FFFFFF
2444_S445,2444,S445,Delany College to Old Guildford PS,School Buses,712,00B5EF,FFFFFF
2444_S446,2444,S446,"Our Lady of Lebanon to Springfield Park, Old Guildford",School Buses,712,00B5EF,FFFFFF
2444_S447,2444,S447,"Broughton St after Shackel Av, Old Guildford to Our Lady of Lebanon",School Buses,712,00B5EF,FFFFFF
2444_S452,2444,S452,"Cerdon College to Woolworths Blaxcell St after Thomas St, Granville",School Buses,712,00B5EF,FFFFFF
2444_S5,2444,S5,Milperra to Padstow via Panania,Sydney Buses Network,700,00B5EF,FFFFFF
2444_S500,2444,S500,Birrong Girls HS to The Boulevarde at Liverpool Rd Bankstown,School Buses,712,00B5EF,FFFFFF
2444_S501,2444,S501,La Salle College  to Chester Hill PS via Georges Hall,School Buses,712,00B5EF,FFFFFF
2444_S502,2444,S502,Auburn West PS to Auburn Station,School Buses,712,00B5EF,FFFFFF
2444_S503,2444,S503,"Bankstown Hospital, Artegall St to Bankstown Station",School Buses,712,00B5EF,FFFFFF
2444_S505,2444,S505,Mt St Joseph Secondary School to Chester Hilll Station,School Buses,712,00B5EF,FFFFFF
2444_S506,2444,S506,"Johnston Rd before Walther Av, Bass Hill to Bankstown Station",School Buses,712,00B5EF,FFFFFF
2444_S507,2444,S507,"Mt St Joseph Secondary School to Marion St after Little Rd, Bankstown",School Buses,712,00B5EF,FFFFFF
2444_S510,2444,S510,"Delfin Dr at Collie Ct, Moorebank to East Hills Boys HS via Chipping Norton",School Buses,712,00B5EF,FFFFFF
2444_S511,2444,S511,"Granville Boys HS to Excelsior St after Meadows St, Merrylands",School Buses,712,00B5EF,FFFFFF
2444_S512,2444,S512,Chester Hill PS to La Salle College via Georges Hall,School Buses,712,00B5EF,FFFFFF
2444_S514,2444,S514,"Granville Boys HS to Park Rd at Chiswick Rd, Auburn",School Buses,712,00B5EF,FFFFFF
2444_S517,2444,S517,Condell Park HS to Bankstown Station,School Buses,712,00B5EF,FFFFFF
2444_S519,2444,S519,Moorebank HS to Hammondville PS via Wattle Grove,School Buses,712,00B5EF,FFFFFF
2444_S520,2444,S520,"Nuwarra PS to Delfin Dr after Collie Ct, Moorebank via Hammondville",School Buses,712,00B5EF,FFFFFF
2444_S521,2444,S521,Al Amanah College to Bankstown Station,School Buses,712,00B5EF,FFFFFF
2444_S523,2444,S523,"Bass Hill HS to Mitchell St at Cary Way, Fairfield East via Villawood",School Buses,712,00B5EF,FFFFFF
2444_S524,2444,S524,Liverpool Station to Moorebank HS,School Buses,712,00B5EF,FFFFFF
2444_S525,2444,S525,"East Hills Boys HS to Moorebank Av before Bapaume Rd, Moorebank",School Buses,712,00B5EF,FFFFFF
2444_S526,2444,S526,"Wattle Grove PS to Delfin Dr after Collie Ct, Moorebank",School Buses,712,00B5EF,FFFFFF
2444_S527,2444,S527,Al Amanah College to Bankstown Station,School Buses,712,00B5EF,FFFFFF
2444_S528,2444,S528,"Delfin Dr at Collie Ct, Moorebank to Moorebank HS via Wattle Grove",School Buses,712,00B5EF,FFFFFF
2444_S530,2444,S530,Chester Hill Station to Mt St Joseph HS,School Buses,712,00B5EF,FFFFFF
2444_S532,2444,S532,"Chipping Norton to All Saint Senior College, via Wattle Grove",School Buses,712,00B5EF,FFFFFF
2444_S533,2444,S533,"All Saint Senior College to Epsom Rd before Newbridge Rd, Chipping Norton",School Buses,712,00B5EF,FFFFFF
2444_S534,2444,S534,"Pringle Av after Chertsey Av,Bankstown to Mount St Joseph HS",School Buses,712,00B5EF,FFFFFF
2444_S536,2444,S536,"The Horsley Dr at Bennett Av, Carramar to Chester Hill HS",School Buses,712,00B5EF,FFFFFF
2444_S537,2444,S537,"Normanby St after River Av, Villawood to Bass Hill HS",School Buses,712,00B5EF,FFFFFF
2444_S542,2444,S542,"Moorebank HS to Delfin Dr before Wattle Grove Dr, Wattle Grove",School Buses,712,00B5EF,FFFFFF
2444_S543,2444,S543,"Marion St at Pringle Av, Bankstown to Mt St Joseph HS via Yagoona",School Buses,712,00B5EF,FFFFFF
2444_S545,2444,S545,Moorebank HS to Holsworthy station,School Buses,712,00B5EF,FFFFFF
2444_S548,2444,S548,"Strathfield HS to Waterloo Rd before Wangee Rd, Greenacre",School Buses,712,00B5EF,FFFFFF
2444_S550,2444,S550,Condell Park HS to Marion St opp Thella Kenway Reserve,School Buses,712,00B5EF,FFFFFF
2444_S551,2444,S551,"Mt St Joseph HS to Pringle Av before Chertsey Av, Bankstown",School Buses,712,00B5EF,FFFFFF
2444_S552,2444,S552,"East Hills PS to Townsend St at manahan St, Condell Park",School Buses,712,00B5EF,FFFFFF
2444_S553,2444,S553,"East Hills Boys HS to Bellevue Av before Surrey Av, Georges Hall",School Buses,712,00B5EF,FFFFFF
2444_S558,2444,S558,East Hills Boys HS to Georges River Grammar,School Buses,712,00B5EF,FFFFFF
2444_S559,2444,S559,Georges River Grammar to Holsworthy Station,School Buses,712,00B5EF,FFFFFF
2444_S561,2444,S561,WSU Bankstown to St Marks College via Holsworthy Station,School Buses,712,00B5EF,FFFFFF
2444_S563,2444,S563,Moorebank HS to Liverpool Station,School Buses,712,00B5EF,FFFFFF
2444_S564,2444,S564,"Newbridge Heights PS to Delfin Dr before Anzac Rd, Moorebank ",School Buses,712,00B5EF,FFFFFF
2444_S565,2444,S565,Al Faisal College to Amity College ,School Buses,712,00B5EF,FFFFFF
2444_S566,2444,S566,Moorebank HS to Liverpool Station,School Buses,712,00B5EF,FFFFFF
2444_S567,2444,S567,"Amity College to Bridge St at New St E, Lidcombe via Auburn",School Buses,712,00B5EF,FFFFFF
2444_S568,2444,S568,"Lidbury St after Park Rd, Berala to Amity College via Auburn",School Buses,712,00B5EF,FFFFFF
2444_S569,2444,S569,Moorebank HS to Liverpool Station,School Buses,712,00B5EF,FFFFFF
2444_S570,2444,S570,"Amity College to Lidbury St before Park Rd, Berala via Auburn",School Buses,712,00B5EF,FFFFFF
2444_S572,2444,S572,Bankstown Station to Condell Park PS,School Buses,712,00B5EF,FFFFFF
2444_S574,2444,S574,Condell Park HS to St Marys PS,School Buses,712,00B5EF,FFFFFF
2444_S575,2444,S575,"Mt St Joseph HS to Delfin Dr before Anzac Rd, Moorebank",School Buses,712,00B5EF,FFFFFF
2444_S577,2444,S577,Guildford Station to Blaxcell Street PS,School Buses,712,00B5EF,FFFFFF
2444_S578,2444,S578,Blaxcell Street PS to Berala Station via Guildford,School Buses,712,00B5EF,FFFFFF
2444_S579,2444,S579,Guildford Station to Kingsland Rd before Wilga St via Auburn,School Buses,712,00B5EF,FFFFFF
2444_S580,2444,S580,"Cumberland Rd before Cardigan St, Auburn to Auburn West PS",School Buses,712,00B5EF,FFFFFF
2444_S581,2444,S581,Kingsland Rd before Wyatt Av Regents Park to Guildford Station,School Buses,712,00B5EF,FFFFFF
2444_S582,2444,S582,Guildford Statoin to Malek Fahd School via South Granville,School Buses,712,00B5EF,FFFFFF
2444_S583,2444,S583,"Strathfield South HS to Noble Av before Boronia Rd, Greenacre",School Buses,712,00B5EF,FFFFFF
2444_S584,2444,S584,Malek Fahd School to Guildford Station,School Buses,712,00B5EF,FFFFFF
2444_S585,2444,S585,"Cumberland Rd at Wellington Rd, Auburn to Malek Fahd School via Berala",School Buses,712,00B5EF,FFFFFF
2444_S586,2444,S586,"Strathfield South HS to Mobil Service Station Boronia Rd, Greenacre",School Buses,712,00B5EF,FFFFFF
2444_S587,2444,S587,"Malek Fahd School to Cumberland Rd before Wellington Rd, Auburn",School Buses,712,00B5EF,FFFFFF
2444_S588,2444,S588,Bankstown Central to Al Amanah College ,School Buses,712,00B5EF,FFFFFF
2444_S589,2444,S589,Delfin Dr before Anzac Rdto Newbridge Heights PS via Wattle Grove,School Buses,712,00B5EF,FFFFFF
2444_S590,2444,S590,Bankstown Central to Al Amanah College,School Buses,712,00B5EF,FFFFFF
2444_S591,2444,S591,"Fairfield PS to Orchard Rd at North St, Fairfield",School Buses,712,00B5EF,FFFFFF
2444_S595,2444,S595,Fairfield Station to Chester Hill HS,School Buses,712,00B5EF,FFFFFF
2444_S597,2444,S597,Orchard Rd at North St Fairfield to Fairfield PS,School Buses,712,00B5EF,FFFFFF
2444_S598,2444,S598,"Chester Hill HS to Normanby St at Tangerine St, Fairfield East",School Buses,712,00B5EF,FFFFFF
2444_S599,2444,S599,Chester Hill HS to Fairfield Station,School Buses,712,00B5EF,FFFFFF
2444_S600,2444,S600,Fairfield Station to Sefton HS,School Buses,712,00B5EF,FFFFFF
2444_S601,2444,S601,Villawood Station to Chester Hill HS,School Buses,712,00B5EF,FFFFFF
2444_S603,2444,S603,Sefton HS to Fairfield Station via Villawood Station,School Buses,712,00B5EF,FFFFFF
2444_S604,2444,S604,Lidcombe Statoin to Auburn West PS via Regents Park,School Buses,712,00B5EF,FFFFFF
2444_S605,2444,S605,Auburn West PS to Lidcombe Station via Regents Park,School Buses,712,00B5EF,FFFFFF
2444_S606,2444,S606,"Birdwood Rd at Birdwood Lne, Georges Hall to Mt St Joseph HS ",School Buses,712,00B5EF,FFFFFF
2444_S607,2444,S607,Chipping Norton Market Plaza to Newbridge Heights PS via Moorebank HS,School Buses,712,00B5EF,FFFFFF
2444_S611,2444,S611,"Moorebank HS to Abingdon St at Ascot Dr, Chipping Norton",School Buses,712,00B5EF,FFFFFF
2444_S612,2444,S612,Mt St Joseph HS to Georges River Grammar via Condell Park,School Buses,712,00B5EF,FFFFFF
2444_S616,2444,S616,"Chester Hill HS to Mitchell St at Gary Way, Fairfield East",School Buses,712,00B5EF,FFFFFF
2444_S617,2444,S617,Nuwarra PS to De La Salle College via Chipping Norton,School Buses,712,00B5EF,FFFFFF
2444_S619,2444,S619,"De La Salle College to Delfin Dr before Anzac Rd, Moorebank",School Buses,712,00B5EF,FFFFFF
2444_S622,2444,S622,"Keoto Av at Pritchard Av, Hammondville to Moorebank HS via Wattle Grove",School Buses,712,00B5EF,FFFFFF
2444_S910,2444,S910,"Elliston St at Priam St, Chester Hill to Hector St at View St, Sefton",School Buses,712,00B5EF,FFFFFF
2445_101,2445,101,Forestway Fresh Fruit Market to Frenchs Forest Showground,School Buses,712,00B5EF,FFFFFF
2445_102,2445,102,Chatswood Station to Roseville PS,School Buses,712,00B5EF,FFFFFF
2445_103,2445,103,Forestway Shopping Centre to Mater Maria College ,School Buses,712,00B5EF,FFFFFF
2445_104,2445,104,Miller St at Abbott St to Jamieson Square,School Buses,712,00B5EF,FFFFFF
2445_105,2445,105,Forestway Fresh Fruit Market to Sydney Japanese International School,School Buses,712,00B5EF,FFFFFF
2445_106,2445,106,Pittwater Place Shopping Centre to Sydney Japanese International School,School Buses,712,00B5EF,FFFFFF
2445_107,2445,107,Forestway Fresh Fruit Market to Northern Beaches Christian School,School Buses,712,00B5EF,FFFFFF
2445_108,2445,108,Waterloo St before Pittwater Rd to Brigidine College via Mona Vale,School Buses,712,00B5EF,FFFFFF
2445_109,2445,109,Terry Hills PS to Frenchs Forest Showground,School Buses,712,00B5EF,FFFFFF
2445_110,2445,110,Big Bear Shopping Centre to Sydney Japanese International School,School Buses,712,00B5EF,FFFFFF
2445_111,2445,111,Forestway Fresh Fruit Market to Galstaun College,School Buses,712,00B5EF,FFFFFF
2445_112,2445,112,Wyong Rd at Birramal Rd to Davidson HS,School Buses,712,00B5EF,FFFFFF
2445_113,2445,113,Supa Centre Belrose to John Colet PS,School Buses,712,00B5EF,FFFFFF
2445_114,2445,114,Myoora Rd before Booralie Rd to Nothern Beaches Christian School,School Buses,712,00B5EF,FFFFFF
2445_115,2445,115,Starkey St at Warringah Rd to Oxford Falls Grammar School,School Buses,712,00B5EF,FFFFFF
2445_116,2445,116,Forestville Memorial Hall to Sydney Japanese International School,School Buses,712,00B5EF,FFFFFF
2445_117,2445,117,Blackbutts Rd before Malbara Cr to Brigidine College,School Buses,712,00B5EF,FFFFFF
2445_119,2445,119,Chatswood Station to Sydney Grammar Preparatory School,School Buses,712,00B5EF,FFFFFF
2445_120,2445,120,Wyatt Av at Lockhart Pl to Davidson HS,School Buses,712,00B5EF,FFFFFF
2445_125,2445,125,Eastern Valley Way at Edinburgh Rd to Killarney Heights HS,School Buses,712,00B5EF,FFFFFF
2445_126,2445,126,Miller St at Abbott St to Killarney Heights HS ,School Buses,712,00B5EF,FFFFFF
2445_127,2445,127,Chatswood Station to Convenant Christian School,School Buses,712,00B5EF,FFFFFF
2445_131,2445,131,Galstaun School to Sacred Heart PS via Pittwater HS,School Buses,712,00B5EF,FFFFFF
2445_136,2445,136,Pittwater Place Shopping Centre to Oxford Falls Grammar School,School Buses,712,00B5EF,FFFFFF
2445_137,2445,137,Matar Maria College to Oxford Falls Grammar School,School Buses,712,00B5EF,FFFFFF
2445_139,2445,139,Sydney Japanese International School to Oxford Falls Grammar School,School Buses,712,00B5EF,FFFFFF
2445_140,2445,140,Sydney Japanese International School to St Ives HS,School Buses,712,00B5EF,FFFFFF
2445_141,2445,141,Austlink to Manly via Frenchs Forest & Seaforth,Sydney Buses Network,700,00B5EF,FFFFFF
2445_142,2445,142,Pittwater Place Shopping Centre to Kamaroi Rudolf Steiner School,School Buses,712,00B5EF,FFFFFF
2445_143,2445,143,Blackbutts Rd before Malbara Cr to Northern Beaches Christian School,School Buses,712,00B5EF,FFFFFF
2445_144,2445,144,Covenant Christian School to Oxford Falls Grammar School,School Buses,712,00B5EF,FFFFFF
2445_145,2445,145,Pittwater Place Shopping Centre to Kinma Preparatory School ,School Buses,712,00B5EF,FFFFFF
2445_146,2445,146,Pittwater Place Shopping Centre to Northern Beaches Christian School,School Buses,712,00B5EF,FFFFFF
2445_147,2445,147,Brigidine College to St Ives Chase,School Buses,712,00B5EF,FFFFFF
2445_148,2445,148,Ryrie Av at Warringah Rd to Forrestville PS,School Buses,712,00B5EF,FFFFFF
2445_150,2445,150,Chatswood Chase Sydney to Roseville PS,School Buses,712,00B5EF,FFFFFF
2445_151,2445,151,Wyatt Av after Forest Way to Wakehurst PS via Davidson & French Forest,School Buses,712,00B5EF,FFFFFF
2445_152,2445,152,Pymble Station to Brigidine College,School Buses,712,00B5EF,FFFFFF
2445_153,2445,153,Padulla Pl to Roseville PS via Castle Cove PS,School Buses,712,00B5EF,FFFFFF
2445_154,2445,154,Killarney Heights HS to Our Lady of Good Counsel School,School Buses,712,00B5EF,FFFFFF
2445_157,2445,157,Myoora Rd before Boorallie Rd to Galstaun College,School Buses,712,00B5EF,FFFFFF
2445_158,2445,158,St Ives Community Hall to Killara HS via St Ives Chase,School Buses,712,00B5EF,FFFFFF
2445_159,2445,159,Forestway Shopping Centre to Brigidine College,School Buses,712,00B5EF,FFFFFF
2445_160,2445,160,Forestway Shopping Centre to Blackbutts Rd before Malbara Cr,School Buses,712,00B5EF,FFFFFF
2445_161,2445,161,Pymble Station to Sydney Japanese International School,School Buses,712,00B5EF,FFFFFF
2445_162,2445,162,Myoora Rd before Booralie Rd to Sacred Heart PS via North Narrabeen,School Buses,712,00B5EF,FFFFFF
2445_163,2445,163,Mater Maria College to St Joseph PS via Elanora Heights,School Buses,712,00B5EF,FFFFFF
2445_164,2445,164,Myoora Rd before Booralie Rd to AGBU Alexander PS,School Buses,712,00B5EF,FFFFFF
2445_165,2445,165,Waterloo st before Pittwater Rd to Covenant Christian School,School Buses,712,00B5EF,FFFFFF
2445_193,2445,193,Warringah Mall to Austlink via Frenchs Forest,Sydney Buses Network,700,00B5EF,FFFFFF
2445_194,2445,194,St Ives to City QVB,Sydney Buses Network,700,00B5EF,FFFFFF
2445_195,2445,195,Gordon to St Ives Chase (Loop Service),Sydney Buses Network,700,00B5EF,FFFFFF
2445_195/6,2445,195/6,Belrose & St Ives Chase to Gordon,Sydney Buses Network,700,00B5EF,FFFFFF
2445_195S1,2445,195S1,St Ives Chase to Pymble Station,School Buses,712,00B5EF,FFFFFF
2445_195S2,2445,195S2,Pymble Station to Brigidine College via St Ives Chase,School Buses,712,00B5EF,FFFFFF
2445_195S3,2445,195S3,Gordon Station to St Ives Chase ,School Buses,712,00B5EF,FFFFFF
2445_196,2445,196,Mona Vale to Gordon,Sydney Buses Network,700,00B5EF,FFFFFF
2445_196S1,2445,196S1,Pittwater Place Shopping Centre to Pymble Station,School Buses,712,00B5EF,FFFFFF
2445_196S4,2445,196S4,Pymble Station to Pittwater Place Shopping Centre via North Narrabeen,School Buses,712,00B5EF,FFFFFF
2445_196S5,2445,196S5,Pymble Station to Pittwater Place Shopping Centre,School Buses,712,00B5EF,FFFFFF
2445_196S6,2445,196S6,Pymble Station to Pittwater Place Shopping Centre,School Buses,712,00B5EF,FFFFFF
2445_197,2445,197,Mona Vale to Macquarie University via Gordon,Sydney Buses Network,700,00B5EF,FFFFFF
2445_201,2445,201,Mona Vale PS to Garden St after Powder Works Rd,School Buses,712,00B5EF,FFFFFF
2445_202,2445,202,Mona Vale PS to Galstaun College via bayview,School Buses,712,00B5EF,FFFFFF
2445_203,2445,203,Oxford Falls Grammar School to Pittwater Place Shopping Centre,School Buses,712,00B5EF,FFFFFF
2445_204,2445,204,St Ives North PS to Brigidine College via ST Ives Chase,School Buses,712,00B5EF,FFFFFF
2445_205,2445,205,Oxford Falls Grammar School to Myoora Rd before Booralie Rd,School Buses,712,00B5EF,FFFFFF
2445_206,2445,206,Sydney Grammar Preparatory School to Gordon Station,School Buses,712,00B5EF,FFFFFF
2445_207,2445,207,Oxford Falls Grammar School to Babbage Rd at Allan St,School Buses,712,00B5EF,FFFFFF
2445_208,2445,208,Killarney Heights HS to Rabbett St at Forest Way,School Buses,712,00B5EF,FFFFFF
2445_210,2445,210,The Forest HS to Myroo Rd after Booralie Rd via Davidson HS,School Buses,712,00B5EF,FFFFFF
2445_211,2445,211,Oxford Falls Grammar School to Pittwater Place Shopping Centre,School Buses,712,00B5EF,FFFFFF
2445_212,2445,212,Oxford Falls Grammar School to Wyatt Av before Forest Way,School Buses,712,00B5EF,FFFFFF
2445_213,2445,213,The Forest HS to Chatswood Station,School Buses,712,00B5EF,FFFFFF
2445_214,2445,214,Killara HS to Brigidine College via St Ives Chase,School Buses,712,00B5EF,FFFFFF
2445_215,2445,215,Covenant Christian School to Pittwater Place Shopping Centre,School Buses,712,00B5EF,FFFFFF
2445_216,2445,216,St Ives North PS to Pymble Station via Richmond Av,School Buses,712,00B5EF,FFFFFF
2445_217,2445,217,Davidson HS to Chatswood Station,School Buses,712,00B5EF,FFFFFF
2445_218,2445,218,Davidson HS to Wyatt Av opp Lockhart Pl,School Buses,712,00B5EF,FFFFFF
2445_219,2445,219,Davidson HS to Wyong Rd at Birramal Rd ,School Buses,712,00B5EF,FFFFFF
2445_220,2445,220,Davidson HS to Rabbett St at Forest Way,School Buses,712,00B5EF,FFFFFF
2445_221,2445,221,Sydney Grammar Preparatory School to Chatswood Station,School Buses,712,00B5EF,FFFFFF
2445_222,2445,222,Covenant Christian School to Pymble Station,School Buses,712,00B5EF,FFFFFF
2445_223,2445,223,Kinma Preparatory School to Pittwater Place Shopping Centre,School Buses,712,00B5EF,FFFFFF
2445_224,2445,224,Mataer Maria College to Mona Vale Rd after Powder Works Rd,School Buses,712,00B5EF,FFFFFF
2445_225,2445,225,Covenant Christian School to Wesley Gardens,School Buses,712,00B5EF,FFFFFF
2445_226,2445,226,Covenant Christian School to Babbage Rd after Allan St,School Buses,712,00B5EF,FFFFFF
2445_227,2445,227,Covenant Christian School to Booralie Rd at Kallaroo Rd,School Buses,712,00B5EF,FFFFFF
2445_229,2445,229,Forestville PS to Forestville Memorial hall,School Buses,712,00B5EF,FFFFFF
2445_230,2445,230,Covenant Christian School to Oxford Falls Grammar School,School Buses,712,00B5EF,FFFFFF
2445_232,2445,232,Northern beaches Christian School to Pitt water Rd after Waterloo St,School Buses,712,00B5EF,FFFFFF
2445_233,2445,233,Killarney Heights HS to Chatswood Station,School Buses,712,00B5EF,FFFFFF
2445_235,2445,235,Killarney Heights HS to Chatswood Station via St Thomas PS,School Buses,712,00B5EF,FFFFFF
2445_236,2445,236,Elanora Heights PS to Mater Maria College via North Narrabeen,School Buses,712,00B5EF,FFFFFF
2445_237,2445,237,Killarney Heights HS to Chatswood Station,School Buses,712,00B5EF,FFFFFF
2445_238,2445,238,Covenant Christian School to Narrabeen Sports HS,School Buses,712,00B5EF,FFFFFF
2445_239,2445,239,Wyatt Av opp Lockhart Pl to Brigidine College,School Buses,712,00B5EF,FFFFFF
2445_240,2445,240,Killarney Heights PS to Warringah Rd at Forestville Av,School Buses,712,00B5EF,FFFFFF
2445_241,2445,241,Corpus PS to Killeaton St before Kenthurst Rd,School Buses,712,00B5EF,FFFFFF
2445_242,2445,242,Boundary St at Spearman St to Davidson,School Buses,712,00B5EF,FFFFFF
2445_243,2445,243,Covenant Christian School to Pymble Station via Terry Hills,School Buses,712,00B5EF,FFFFFF
2445_244,2445,244,Roseville PS to Chatswood Station,School Buses,712,00B5EF,FFFFFF
2445_245,2445,245,St Ives HS to Masada College via St Ives Chase,School Buses,712,00B5EF,FFFFFF
