route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
2448_1623,2448,1623,Irrawang HS to Medowie,School Buses,712,00B5EF,FFFFFF
2448_1631,2448,1631,Grahamstown PS to Seaham,School Buses,712,00B5EF,FFFFFF
2448_1641,2448,1641,Richardson Rd & Pacific Hwy to St Michaels PS,School Buses,712,00B5EF,FFFFFF
2448_1642,2448,1642,St Michaels PS to Lemon Tree Passage,School Buses,712,00B5EF,FFFFFF
2448_1651,2448,1651,Medowie to Newcastle HS,School Buses,712,00B5EF,FFFFFF
2448_1652,2448,1652,Newcastle HS to Medowie,School Buses,712,00B5EF,FFFFFF
2448_1662,2448,1662,Hunter Sports HS to Hexham McDonalds,School Buses,712,00B5EF,FFFFFF
2448_1671,2448,1671,Medowie to Newcastle Schools,School Buses,712,00B5EF,FFFFFF
2448_1672,2448,1672,San Clemente to Medowie,School Buses,712,00B5EF,FFFFFF
2448_177,2448,177,Rutherford to Aberglasslyn via Budgeree (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_178,2448,178,Rutherford to Anambah via Rutherford Industrial Estate (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_179,2448,179,Stockland Green Hills to North Rothbury via Maitland,Hunter Buses Network,700,00B5EF,FFFFFF
2448_180,2448,180,Stockland Green Hills to Singleton Heights via Maitland,Hunter Buses Network,700,00B5EF,FFFFFF
2448_180X,2448,180X,Singleton to Maitland (Express Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_181,2448,181,"Rutherford to Woodberry via Aberglasslyn, Maitland, Stockland Green Hills & Beresfield",Hunter Buses Network,700,00B5EF,FFFFFF
2448_182,2448,182,"Thornton to Rutherford via Ashtonfield, Stockland Green Hills & Maitland",Hunter Buses Network,700,00B5EF,FFFFFF
2448_183,2448,183,Rutherford to Tenambit via Maitland & Stockland Green Hills,Hunter Buses Network,700,00B5EF,FFFFFF
2448_184,2448,184,Stockland Green Hills to Morpeth via East Maitland & Tenambit,Hunter Buses Network,700,00B5EF,FFFFFF
2448_185,2448,185,Maitland to Largs via Lorn & Bolwarra,Hunter Buses Network,700,00B5EF,FFFFFF
2448_186,2448,186,Rutherford to McKeachies (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_187,2448,187,Stockland Green Hills to Wilton Dr (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_189,2448,189,Stockland Green Hills to Thornton via Chisholm,Hunter Buses Network,700,00B5EF,FFFFFF
2448_192,2448,192,Maitland to South Maitland (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_2161,2448,2161,All Saints College St Peters Campus to Tocal Rd near Hilldale Dr,School Buses,712,00B5EF,FFFFFF
2448_2171,2448,2171,Greenhills to Chisholm Estate,School Buses,712,00B5EF,FFFFFF
2448_2191,2448,2191,East Maitland to All Saints College Lochinvar,School Buses,712,00B5EF,FFFFFF
2448_2192,2448,2192,Rutherford to St Johns PS,School Buses,712,00B5EF,FFFFFF
2448_2193,2448,2193,Francis Greenway HS to Taylor Ave,School Buses,712,00B5EF,FFFFFF
2448_2194,2448,2194,Thornton PS to Raymond Terrace Rd,School Buses,712,00B5EF,FFFFFF
2448_2195,2448,2195,Maitland Grossmann HS to St Peters HS,School Buses,712,00B5EF,FFFFFF
2448_2201,2448,2201,Thornton to Francis Greenway HS,School Buses,712,00B5EF,FFFFFF
2448_2202,2448,2202,Tarro to Ashtonfield PS,School Buses,712,00B5EF,FFFFFF
2448_2203,2448,2203,Ferrably Dr & Lowe St to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2204,2448,2204,Newcastle HS to Medowie,School Buses,712,00B5EF,FFFFFF
2448_2211,2448,2211,Telarah to St Patricks Lochinvar,School Buses,712,00B5EF,FFFFFF
2448_2212,2448,2212,Greta to Rutherford HS,School Buses,712,00B5EF,FFFFFF
2448_2213,2448,2213,Harvey Rd area to Telarah PS,School Buses,712,00B5EF,FFFFFF
2448_2214,2448,2214,Rutherford HS to Greta,School Buses,712,00B5EF,FFFFFF
2448_2215,2448,2215,St Patricks PS to Telarah,School Buses,712,00B5EF,FFFFFF
2448_2218,2448,2218,Hunter Valley Grammar to Hunterglen Dr & Paterson Rd,School Buses,712,00B5EF,FFFFFF
2448_2221,2448,2221,Louth Park Waterford Estate to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2222,2448,2222,Morpeth Manor to Morpeth PS,School Buses,712,00B5EF,FFFFFF
2448_2223,2448,2223,Astonfield PS to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2224,2448,2224,Maitland HS to Metford Tafe,School Buses,712,00B5EF,FFFFFF
2448_2225,2448,2225,Francis Greenway HS to Thomas Coke Dr & Taylor Ave,School Buses,712,00B5EF,FFFFFF
2448_2231,2448,2231,Brunswick St & Richardson Dr to St John the Baptist PS,School Buses,712,00B5EF,FFFFFF
2448_2232,2448,2232,Bolwarra Heights to Bolwarra PS,School Buses,712,00B5EF,FFFFFF
2448_2233,2448,2233,All Saints College St Marys Campus to Rutherford,School Buses,712,00B5EF,FFFFFF
2448_2241,2448,2241,Dunmore Rd to All Saints College St Marys Campus,School Buses,712,00B5EF,FFFFFF
2448_2242,2448,2242,Bolwarra to Maitland Grossmann HS & Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2244,2448,2244,East Maitland PS to Ashtonfield,School Buses,712,00B5EF,FFFFFF
2448_2245,2448,2245,All Saints College St Peters Campus to Johnsons Farm Gate,School Buses,712,00B5EF,FFFFFF
2448_2251,2448,2251,Martins Creek to Hunter Valley Grammar,School Buses,712,00B5EF,FFFFFF
2448_2252,2448,2252,Ashtonfield Area to East Maitland PS,School Buses,712,00B5EF,FFFFFF
2448_2253,2448,2253,Maitland & Lochinvar to Branxton,School Buses,712,00B5EF,FFFFFF
2448_2261,2448,2261,Hanwood Estate to Rutherford HS,School Buses,712,00B5EF,FFFFFF
2448_2263,2448,2263,St Pauls PS to Bishops Bridge,School Buses,712,00B5EF,FFFFFF
2448_2271,2448,2271,Vacy to Maitland Christian School,School Buses,712,00B5EF,FFFFFF
2448_2272,2448,2272,Maitland Christian School to Tenambit PS,School Buses,712,00B5EF,FFFFFF
2448_2273,2448,2273,Tenambit PS to Morpeth PS,School Buses,712,00B5EF,FFFFFF
2448_2274,2448,2274,Metford Christian School to Paterson,School Buses,712,00B5EF,FFFFFF
2448_2281,2448,2281,"Wydham St, Branxton to Merewether HS",School Buses,712,00B5EF,FFFFFF
2448_2282,2448,2282,Merewether HS to Miller Park,School Buses,712,00B5EF,FFFFFF
2448_2283,2448,2283,Merewether HS to Miller Park,School Buses,712,00B5EF,FFFFFF
2448_2291,2448,2291,Largs to St Johns PS,School Buses,712,00B5EF,FFFFFF
2448_2292,2448,2292,East Maitland PS to East Maitland,School Buses,712,00B5EF,FFFFFF
2448_2293,2448,2293,All Saints College St Peters Campus to Worchester Dr & Chisholm Rd,School Buses,712,00B5EF,FFFFFF
2448_2294,2448,2294,All Saints College St Marys Campus to Bolwarra Heights,School Buses,712,00B5EF,FFFFFF
2448_2301,2448,2301,Woodville to St Josephs PS,School Buses,712,00B5EF,FFFFFF
2448_2302,2448,2302,Hunter Valley Grammar to East Maitland & Louth Park,School Buses,712,00B5EF,FFFFFF
2448_2303,2448,2303,Maitland Grossmann HS to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2311,2448,2311,Bishops Bridge to St Josephs PS,School Buses,712,00B5EF,FFFFFF
2448_2312,2448,2312,Macquarie College to Rutherford,School Buses,712,00B5EF,FFFFFF
2448_2313,2448,2313,All Saints College St Marys Campus to Richardson Road,School Buses,712,00B5EF,FFFFFF
2448_2322,2448,2322,Morpeth to Largs PS,School Buses,712,00B5EF,FFFFFF
2448_2323,2448,2323,St Johns PS to All Saints College St Marys Campus,School Buses,712,00B5EF,FFFFFF
2448_2324,2448,2324,All Saints College St Peters Campus to Tenambit,School Buses,712,00B5EF,FFFFFF
2448_2325,2448,2325,All Saints College St Marys Campus to Tenambit,School Buses,712,00B5EF,FFFFFF
2448_2331,2448,2331,Branxton to All Saints College St Peters Campus,School Buses,712,00B5EF,FFFFFF
2448_2332,2448,2332,Greenhills to East Maitland PS,School Buses,712,00B5EF,FFFFFF
2448_2333,2448,2333,Metford Christian College to Rutherford,School Buses,712,00B5EF,FFFFFF
2448_2334,2448,2334,Rutherford HS to Greta,School Buses,712,00B5EF,FFFFFF
2448_2340,2448,2340,Beresfield to Millers Forest PS,School Buses,712,00B5EF,FFFFFF
2448_2341,2448,2341,Duckenfield to Morpeth PS,School Buses,712,00B5EF,FFFFFF
2448_2342,2448,2342,Wallalong to Hinton PS,School Buses,712,00B5EF,FFFFFF
2448_2344,2448,2344,Rutherford PS to Windella,School Buses,712,00B5EF,FFFFFF
2448_2351,2448,2351,Bolwarra Heights to Ashtonfield PS,School Buses,712,00B5EF,FFFFFF
2448_2352,2448,2352,Astonfield to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2353,2448,2353,Metford Christian to Bolwarra Heights,School Buses,712,00B5EF,FFFFFF
2448_2361,2448,2361,Clarence Town to All Saints Maitland,School Buses,712,00B5EF,FFFFFF
2448_2362,2448,2362,All Saints College St Peters Campus to East Maitland PS,School Buses,712,00B5EF,FFFFFF
2448_2363,2448,2363,St Pauls PS to Ashtonfield,School Buses,712,00B5EF,FFFFFF
2448_2364,2448,2364,All Saints College St Marys Campus to Telarah,School Buses,712,00B5EF,FFFFFF
2448_2371,2448,2371,Bolwarra Heights to St Phillips PS,School Buses,712,00B5EF,FFFFFF
2448_2372,2448,2372,Thornton to Our Lady of Loudes PS,School Buses,712,00B5EF,FFFFFF
2448_2373,2448,2373,Hunter Christian Mayfield to Dunmore & Morpeth,School Buses,712,00B5EF,FFFFFF
2448_2381,2448,2381,Rutherford Shops to Merewether HS,School Buses,712,00B5EF,FFFFFF
2448_2382,2448,2382,Francis Greenway HS to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2383,2448,2383,Francis Greenway HS to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2384,2448,2384,Thornton PS to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2385,2448,2385,Maitland Grossman HS to Paterson Bridge,School Buses,712,00B5EF,FFFFFF
2448_2391,2448,2391,Blackhill & John Renshaw Dr to Francis Greenway HS,School Buses,712,00B5EF,FFFFFF
2448_2392,2448,2392,Meadows Estate to Our Lady of Lourdes PS,School Buses,712,00B5EF,FFFFFF
2448_2396,2448,2396,Linuwel School to East Maitland,School Buses,712,00B5EF,FFFFFF
2448_2397,2448,2397,Maitland Grossman HS to Ashtonfield,School Buses,712,00B5EF,FFFFFF
2448_2401,2448,2401,Metford Shops to Francis Greenway HS,School Buses,712,00B5EF,FFFFFF
2448_2402,2448,2402,Woodberry to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2403,2448,2403,St Patricks PS to Lochinvar,School Buses,712,00B5EF,FFFFFF
2448_2404,2448,2404,All Saints Lochinvar to Maitland Station,School Buses,712,00B5EF,FFFFFF
2448_2411,2448,2411,Cessnock Rd & Drinan St to Rutherford HS,School Buses,712,00B5EF,FFFFFF
2448_2412,2448,2412,Rutherford to St Johns PS,School Buses,712,00B5EF,FFFFFF
2448_2416,2448,2416,St Josephs PS to Duckenfield,School Buses,712,00B5EF,FFFFFF
2448_2417,2448,2417,Maitland Grossman HS to Raworth,School Buses,712,00B5EF,FFFFFF
2448_2421,2448,2421,Butterwick Rd & Dunns Creek to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2422,2448,2422,Tenambit to Rutherford PS,School Buses,712,00B5EF,FFFFFF
2448_2423,2448,2423,Morpeth PS to Wallalong,School Buses,712,00B5EF,FFFFFF
2448_2431,2448,2431,New England Hwy & Victoria St to St Josephs PS,School Buses,712,00B5EF,FFFFFF
2448_2432,2448,2432,Maitland Christian to Ashtonfield,School Buses,712,00B5EF,FFFFFF
2448_2433,2448,2433,Maitland Grossmann HS & Maitland HS to Sommerset Dr,School Buses,712,00B5EF,FFFFFF
2448_2434,2448,2434,Irrawong HS to Kindlebark,School Buses,712,00B5EF,FFFFFF
2448_2441,2448,2441,Branxton to Greta PS,School Buses,712,00B5EF,FFFFFF
2448_2442,2448,2442,Greta PS to East Branxton,School Buses,712,00B5EF,FFFFFF
2448_2451,2448,2451,Hanwood Estate to East Maitland PS,School Buses,712,00B5EF,FFFFFF
2448_2452,2448,2452,Hunter Valley Grammar School to Maitland,School Buses,712,00B5EF,FFFFFF
2448_2453,2448,2453,Maitland HS to Metford & Ashtonfield,School Buses,712,00B5EF,FFFFFF
2448_2461,2448,2461,Rosebank Estate to St Peters Campus,School Buses,712,00B5EF,FFFFFF
2448_2462,2448,2462,St John PS to Ashtonfield,School Buses,712,00B5EF,FFFFFF
2448_2463,2448,2463,All Saints College St Marys Campus to McFarlanes & Raymond Terrace Rds,School Buses,712,00B5EF,FFFFFF
2448_2471,2448,2471,Maitland Station to Gateshead HS,School Buses,712,00B5EF,FFFFFF
2448_2472,2448,2472,Gateshead HS to Maitland Station,School Buses,712,00B5EF,FFFFFF
2448_2481,2448,2481,Anambah Rd Turnaround to Rutherford HS,School Buses,712,00B5EF,FFFFFF
2448_2482,2448,2482,Lochinvar PS to Anambah Rd,School Buses,712,00B5EF,FFFFFF
2448_2491,2448,2491,Bolwarra Heights to Lochinvar PS,School Buses,712,00B5EF,FFFFFF
2448_2493,2448,2493,Beresford PS to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2494,2448,2494,Maitland Grossmann HS to Metford TAFE,School Buses,712,00B5EF,FFFFFF
2448_2495,2448,2495,All Saints College St Marys Campus to Greta,School Buses,712,00B5EF,FFFFFF
2448_2501,2448,2501,All Saints College St Marys Campus to Greta,School Buses,712,00B5EF,FFFFFF
2448_2502,2448,2502,Thornton to St Josephs PS,School Buses,712,00B5EF,FFFFFF
2448_2503,2448,2503,Metford PS to Woodville,School Buses,712,00B5EF,FFFFFF
2448_2511,2448,2511,Timberlane Estate to Francis Greenway HS,School Buses,712,00B5EF,FFFFFF
2448_2512,2448,2512,Thornton to Maitland PS,School Buses,712,00B5EF,FFFFFF
2448_2513,2448,2513,Francis Greenway HS to Thornton & Metford,School Buses,712,00B5EF,FFFFFF
2448_2514,2448,2514,Millers For PS to Beresfield PS to Minmi Rd,School Buses,712,00B5EF,FFFFFF
2448_2521,2448,2521,Buchanan to Metford PS,School Buses,712,00B5EF,FFFFFF
2448_2522,2448,2522,Merewether HS to Bolwarra Heights,School Buses,712,00B5EF,FFFFFF
2448_2531,2448,2531,Seaham to East Maitland PS,School Buses,712,00B5EF,FFFFFF
2448_2532,2448,2532,Maitland PS to Louth Park,School Buses,712,00B5EF,FFFFFF
2448_2541,2448,2541,Timberland Estate to All Saints College St Peters Campus,School Buses,712,00B5EF,FFFFFF
2448_2542,2448,2542,Brunswick Estate to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2543,2448,2543,Maitland Christian College to Morpeth,School Buses,712,00B5EF,FFFFFF
2448_2544,2448,2544,Maitland Grossmann HS to Dunns Creek,School Buses,712,00B5EF,FFFFFF
2448_2551,2448,2551,Thornton to Francis Greenway HS,School Buses,712,00B5EF,FFFFFF
2448_2552,2448,2552,Ashtonfield to St John the Baptist PS,School Buses,712,00B5EF,FFFFFF
2448_2553,2448,2553,Eastville to East Maitland PS,School Buses,712,00B5EF,FFFFFF
2448_2554,2448,2554,Waratah HS to Stockton,School Buses,712,00B5EF,FFFFFF
2448_2555,2448,2555,St Peters PS to Williamtown PS,School Buses,712,00B5EF,FFFFFF
2448_2561,2448,2561,Morpeth Rd to Rutherford PS,School Buses,712,00B5EF,FFFFFF
2448_2562,2448,2562,Rutherford HS to North Rothbury,School Buses,712,00B5EF,FFFFFF
2448_2563,2448,2563,Lochinvar Schools to Windella Downs,School Buses,712,00B5EF,FFFFFF
2448_2564,2448,2564,St Patricks PS to Metford,School Buses,712,00B5EF,FFFFFF
2448_2570,2448,2570,Tea Tree Av at Rivergum Dr to Rutherford Shopping Centre,School Buses,712,00B5EF,FFFFFF
2448_2571,2448,2571,Aberglasslyn to All Saints College St Josephs Campus,School Buses,712,00B5EF,FFFFFF
2448_2572,2448,2572,Fairfax & Dunkley St to Telarah PS,School Buses,712,00B5EF,FFFFFF
2448_2573,2448,2573,East Maitland PS to Ashtonfield,School Buses,712,00B5EF,FFFFFF
2448_2574,2448,2574,St Peters to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2581,2448,2581,North Rothbury to Rutherford HS,School Buses,712,00B5EF,FFFFFF
2448_2582,2448,2582,Rutherford to Rutherford PS,School Buses,712,00B5EF,FFFFFF
2448_2583,2448,2583,Rutherford to St Johns PS,School Buses,712,00B5EF,FFFFFF
2448_2584,2448,2584,Largs PS to Bolwarra Heights,School Buses,712,00B5EF,FFFFFF
2448_2585,2448,2585,Bolwarra PS to Largs,School Buses,712,00B5EF,FFFFFF
2448_2586,2448,2586,St Peters PS to Swan St & Morpeth Rd,School Buses,712,00B5EF,FFFFFF
2448_2591,2448,2591,Aberglasslyn Rd & Alexander Ave to Metford TAFE,School Buses,712,00B5EF,FFFFFF
2448_2592,2448,2592,Metford to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2593,2448,2593,St Johns PS to Largs,School Buses,712,00B5EF,FFFFFF
2448_2594,2448,2594,All Saints College St Marys Campus to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2601,2448,2601,Summerset Park to All Saints College St Peters Campus,School Buses,712,00B5EF,FFFFFF
2448_2602,2448,2602,Ashtonfield to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2603,2448,2603,Hunter Valley Grammar to All Saints College St Peters Campus,School Buses,712,00B5EF,FFFFFF
2448_2611,2448,2611,Victoria St Station to Bishop Tyrell College,School Buses,712,00B5EF,FFFFFF
2448_2612,2448,2612,Linuwel School to Morpeth,School Buses,712,00B5EF,FFFFFF
2448_2613,2448,2613,Morpeth PS to Raworth,School Buses,712,00B5EF,FFFFFF
2448_2614,2448,2614,East Maitland PS to Morpeth,School Buses,712,00B5EF,FFFFFF
2448_2615,2448,2615,Maitland HS to Metford TAFE,School Buses,712,00B5EF,FFFFFF
2448_2616,2448,2616,Maitland Grossmann HS to Metford TAFE,School Buses,712,00B5EF,FFFFFF
2448_2621,2448,2621,Ashtonfield to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2622,2448,2622,Timberlane Estate to Woodberry PS,School Buses,712,00B5EF,FFFFFF
2448_2623,2448,2623,Metford PS to George Booth Dr,School Buses,712,00B5EF,FFFFFF
2448_2631,2448,2631,Morpeth to All Saints College St Peters Campus,School Buses,712,00B5EF,FFFFFF
2448_2632,2448,2632,Timberlane Estate to Maitland HS,School Buses,712,00B5EF,FFFFFF
2448_2633,2448,2633,St Johns PS to Rathluba,School Buses,712,00B5EF,FFFFFF
2448_2634,2448,2634,All Saints College St Peters College to Woodberry,School Buses,712,00B5EF,FFFFFF
2448_2641,2448,2641,Seaham PS to Glenoak & Brandy Hill,School Buses,712,00B5EF,FFFFFF
2448_2652,2448,2652,Francis Greenway HS to Thornton Depot,School Buses,712,00B5EF,FFFFFF
2448_2661,2448,2661,Francis Greenway HS to Parkwood,School Buses,712,00B5EF,FFFFFF
2448_2662,2448,2662,Our Lady of Lourdes PS to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2663,2448,2663,Maitland Grossmann HS & Maitland HS to Metford,School Buses,712,00B5EF,FFFFFF
2448_2664,2448,2664,All Saints College St Marys Campus to Greta,School Buses,712,00B5EF,FFFFFF
2448_2691,2448,2691,Metford CS to Reflection Dr & Louth Pk Dr,School Buses,712,00B5EF,FFFFFF
2448_2692,2448,2692,All Saints College St Peters Campus to Thornton,School Buses,712,00B5EF,FFFFFF
2448_2693,2448,2693,St Bede's to Raymond Terrace,School Buses,712,00B5EF,FFFFFF
2448_2694,2448,2694,Raymond Terrace to St Aloysius,School Buses,712,00B5EF,FFFFFF
2448_2695,2448,2695,St Bede's to Beresfield,School Buses,712,00B5EF,FFFFFF
2448_2696,2448,2696,Woodberry to St Aloysius,School Buses,712,00B5EF,FFFFFF
2448_2697,2448,2697,St Aloysius to Thornton east,School Buses,712,00B5EF,FFFFFF
2448_2698,2448,2698,Thornton east to St Aloysius,School Buses,712,00B5EF,FFFFFF
2448_2699,2448,2699,St Aloysius to Thornton west,School Buses,712,00B5EF,FFFFFF
2448_2700,2448,2700,St Aloysius Catholic PS to Thornton West,School Buses,712,00B5EF,FFFFFF
2448_2701,2448,2701,Aberglasslyn to All Saints College St Josephs Campus,School Buses,712,00B5EF,FFFFFF
2448_2702,2448,2702,St Pats & St Joes to Aberglasslyn to Alexandra Ave,School Buses,712,00B5EF,FFFFFF
2448_2703,2448,2703,Rutherford HS to Aberglasslyn to Alexandra Ave,School Buses,712,00B5EF,FFFFFF
2448_2704,2448,2704,Station Lane to Lochinvar PS,School Buses,712,00B5EF,FFFFFF
2448_2711,2448,2711,Lochinvar PS & St Josephs to Lambs Valley Fire Station,School Buses,712,00B5EF,FFFFFF
2448_2712,2448,2712,Aberglasslyn Rd to Rutherford PS,School Buses,712,00B5EF,FFFFFF
2448_2713,2448,2713,Rutherford PS to Aberglasslyn Rd,School Buses,712,00B5EF,FFFFFF
2448_2721,2448,2721,St Pats PS to Mckeachie & Aberglasslyn Rd,School Buses,712,00B5EF,FFFFFF
2448_2722,2448,2722,Rutherford Shops to Mckeachie & Aberglasslyn Rd,School Buses,712,00B5EF,FFFFFF
2448_2725,2448,2725,Aberglasslyn to Lochinvar PS,School Buses,712,00B5EF,FFFFFF
2448_2726,2448,2726,Lochinvar Schools to Aberglasslyn,School Buses,712,00B5EF,FFFFFF
2448_401,2448,401,Singleton Town Service (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_402,2448,402,Singleton to Darlington & Hunterview (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_403,2448,403,Singleton to Singleton Heights via Hunterview (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_404,2448,404,Singleton to Hunterview via Singleton Heights (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF
2448_6155,2448,6155,Rudolph Steiner to Mayfield,School Buses,712,00B5EF,FFFFFF
2448_6169,2448,6169,Wallsend HS to Maryland,School Buses,712,00B5EF,FFFFFF
2448_6171,2448,6171,Wallsend HS to Elermore Vale,School Buses,712,00B5EF,FFFFFF
2448_6200,2448,6200,Maryland to Callaghan College,School Buses,712,00B5EF,FFFFFF
2448_6202,2448,6202,Elermore Vale to Glendale Technology HS,School Buses,712,00B5EF,FFFFFF
2448_6212,2448,6212,Elemore Vale to Glendale Technology HS,School Buses,712,00B5EF,FFFFFF
2448_6214,2448,6214,Wallsend to Glendale Technology HS,School Buses,712,00B5EF,FFFFFF
2448_6216,2448,6216,Fletcher to Glendore PS,School Buses,712,00B5EF,FFFFFF
2448_6219,2448,6219,Glendale Technology HS to Elermore Vale,School Buses,712,00B5EF,FFFFFF
2448_6224,2448,6224,Shortland to Jesmond HS,School Buses,712,00B5EF,FFFFFF
2448_6230,2448,6230,Elermore Vale to Lambton HS,School Buses,712,00B5EF,FFFFFF
2448_6232,2448,6232,Cardiff Heights to Lambton HS,School Buses,712,00B5EF,FFFFFF
2448_6234,2448,6234,Elermore Vale to Lambton HS,School Buses,712,00B5EF,FFFFFF
2448_6235,2448,6235,Glendale Technology HS to Wallsend,School Buses,712,00B5EF,FFFFFF
2448_6236,2448,6236,Minmi Shops to Macquarie College,School Buses,712,00B5EF,FFFFFF
2448_6237,2448,6237,Wallsend HS to Minmi Terminus,School Buses,712,00B5EF,FFFFFF
2448_6238,2448,6238,Glendale Technology HS to Wallsend Library,School Buses,712,00B5EF,FFFFFF
2448_6242,2448,6242,Elermore Vale to Mayfield Christian,School Buses,712,00B5EF,FFFFFF
2448_6243,2448,6243,Wallsend HS to Minmi Terminus,School Buses,712,00B5EF,FFFFFF
2448_6245,2448,6245,Glendore PS to Maryland,School Buses,712,00B5EF,FFFFFF
2448_6246,2448,6246,Maryland to Newcastle HS,School Buses,712,00B5EF,FFFFFF
2448_6247,2448,6247,Glendore PS to Fletcher,School Buses,712,00B5EF,FFFFFF
2448_6248,2448,6248,Maryland to Our Lady of Victories PS,School Buses,712,00B5EF,FFFFFF
2448_6250,2448,6250,Wallsend to Plattsburg PS,School Buses,712,00B5EF,FFFFFF
2448_6253,2448,6253,Jesmond HS to Shortland,School Buses,712,00B5EF,FFFFFF
2448_6255,2448,6255,Lambton HS to Rankin Park,School Buses,712,00B5EF,FFFFFF
2448_6257,2448,6257,Lambton HS to Cardiff Heights,School Buses,712,00B5EF,FFFFFF
2448_6259,2448,6259,Lambton HS to Elermore Vale,School Buses,712,00B5EF,FFFFFF
2448_6261,2448,6261,Lambton HS to Maryland,School Buses,712,00B5EF,FFFFFF
2448_6262,2448,6262,Callaghan College to St Patricks PS,School Buses,712,00B5EF,FFFFFF
2448_6263,2448,6263,Callaghan College to Rankin Park & Shortland,School Buses,712,00B5EF,FFFFFF
2448_6264,2448,6264,Elermore Vale to St Patricks PS,School Buses,712,00B5EF,FFFFFF
2448_6265,2448,6265,Lambton HS to Rankin Park & Shortland,School Buses,712,00B5EF,FFFFFF
2448_6267,2448,6267,Macquarie College to St Patricks PS,School Buses,712,00B5EF,FFFFFF
2448_6268,2448,6268,Minmi to Lambton HS,School Buses,712,00B5EF,FFFFFF
2448_6269,2448,6269,Macquarie College to Wallsend & Maryland,School Buses,712,00B5EF,FFFFFF
2448_6270,2448,6270,Minmi to St Pius X HS,School Buses,712,00B5EF,FFFFFF
2448_6273,2448,6273,Newcastle Schools to Maryland,School Buses,712,00B5EF,FFFFFF
2448_6274,2448,6274,Wallsend to Wallsend PS,School Buses,712,00B5EF,FFFFFF
2448_6275,2448,6275,Plattsburg PS to Wallsend,School Buses,712,00B5EF,FFFFFF
2448_6277,2448,6277,San Clemente HS  HS to Meadows,School Buses,712,00B5EF,FFFFFF
2448_6282,2448,6282,Meadows Estate & Minmi to Wilkinson Ave,School Buses,712,00B5EF,FFFFFF
2448_6284,2448,6284,Meadows to Wallsend HS,School Buses,712,00B5EF,FFFFFF
2448_6285,2448,6285,St Patricks PS to Rankin Park,School Buses,712,00B5EF,FFFFFF
2448_6286,2448,6286,Maryland to Glendore PS,School Buses,712,00B5EF,FFFFFF
2448_6287,2448,6287,St Patricks PS to Maryland,School Buses,712,00B5EF,FFFFFF
2448_6288,2448,6288,Maryland to Plattsburg PS,School Buses,712,00B5EF,FFFFFF
2448_6295,2448,6295,St Phillips to Maryland,School Buses,712,00B5EF,FFFFFF
2448_6297,2448,6297,St Pius X HS to Maryland & Black Hill,School Buses,712,00B5EF,FFFFFF
2448_6301,2448,6301,Singleton PS to Mitchells Flat,School Buses,712,00B5EF,FFFFFF
2448_6302,2448,6302,Singleton Heights Shops to King St PS,School Buses,712,00B5EF,FFFFFF
2448_6303,2448,6303,Singleton Christian College to Blaxland & Bridgman,School Buses,712,00B5EF,FFFFFF
2448_6304,2448,6304,Singleton Heights to Hunter Valley Grammar,School Buses,712,00B5EF,FFFFFF
2448_6306,2448,6306,Singleton Heights to Maitland Christian College,School Buses,712,00B5EF,FFFFFF
2448_6307,2448,6307,Singleton Christian College to Burbank & Acacia,School Buses,712,00B5EF,FFFFFF
2448_6308,2448,6308,White & Blaxland to Mount Pleasant PS,School Buses,712,00B5EF,FFFFFF
2448_6309,2448,6309,St Catherines College to Blaxland & Wakehurst,School Buses,712,00B5EF,FFFFFF
2448_6310,2448,6310,Hebden to Singleton Heights PS,School Buses,712,00B5EF,FFFFFF
